Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years,Item_Outlet_Sales
15.1,Low Fat,0.075707087,Baking Goods,88.183,Medium,Tier 3,Supermarket Type3,28,1438.128
11.1,Low Fat,0.176069023,Baking Goods,156.7604,High,Tier 3,Supermarket Type1,26,1901.5248
17.7,Non-Edible,0.012481638,Household,168.3474,Medium,Tier 3,Supermarket Type3,28,5221.8694
11.15,Low Fat,0.210021713,Dairy,44.2744,Small,Tier 1,Grocery Store,28,90.5488
6.635,Regular,0.006343909,Baking Goods,121.3098,Small,Tier 1,Grocery Store,28,120.5098
11.6,Regular,0.009761175,Snack Foods,226.9404,Small,Tier 2,Supermarket Type1,9,1800.3232
15.1,Regular,0.117442838,Snack Foods,257.7304,Small,Tier 1,Grocery Store,28,774.9912
13.35,Low Fat,0.102426197,Dairy,230.6352,High,Tier 3,Supermarket Type1,26,5725.88
14.65,Non-Edible,0.0112330195,Others,53.8614,Small,Tier 2,Supermarket Type1,9,1105.228
10.0,Non-Edible,0.089078338,Health and Hygiene,147.1102,High,Tier 3,Supermarket Type1,26,2916.204
9.8,Low Fat,0.1427783335,Fruits and Vegetables,175.237,Medium,Tier 1,Supermarket Type1,14,3881.614
7.275,Low Fat,0.027942357,Snack Foods,145.076,Small,Tier 2,Supermarket Type1,9,1611.236
10.195,Low Fat,0.187841082,Hard Drinks,112.486,Small,Tier 3,Grocery Store,15,113.186
20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,High,Tier 3,Supermarket Type1,26,1689.8004
16.7,Low Fat,0.070551723,Dairy,217.685,Small,Tier 2,Supermarket Type1,6,2163.85
7.96,Low Fat,0.028478742,Canned,161.8894,Medium,Tier 3,Supermarket Type2,4,2750.4198
16.25,Non-Edible,0.039113587,Household,116.0176,High,Tier 3,Supermarket Type1,26,1488.7288
9.105,Non-Edible,0.038559926,Household,33.89,Small,Tier 2,Supermarket Type1,11,99.87
7.155,Regular,0.169137707,Breads,35.2874,Small,Tier 2,Supermarket Type1,6,388.1614
15.35,Regular,0.112668963,Fruits and Vegetables,191.0504,Medium,Tier 3,Supermarket Type3,28,5752.512
5.44,Regular,0.017096552,Baking Goods,178.137,Small,Tier 2,Supermarket Type1,11,3175.866
11.8,Regular,0.106968096,Dairy,221.6772,High,Tier 3,Supermarket Type1,26,3113.2808
20.85,Regular,0.056192276,Breads,103.1648,Medium,Tier 3,Supermarket Type3,28,1973.4312
9.0,Regular,0.069229076,Breakfast,55.9614,Small,Tier 2,Supermarket Type1,11,386.8298
17.6,Low Fat,0.104859135,Snack Foods,161.8868,Small,Tier 2,Supermarket Type1,9,4094.67
7.435,Low Fat,0.122242847,Starchy Foods,207.5638,Medium,Tier 3,Supermarket Type3,28,4555.4036
20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,Small,Tier 2,Supermarket Type1,9,3560.6984
9.695,Low Fat,0.070431235,Hard Drinks,177.5344,Small,Tier 2,Supermarket Type1,9,3033.3848
10.1,Low Fat,0.027059264,Meat,76.467,Small,Tier 2,Supermarket Type1,9,1761.041
11.0,Non-Edible,0.054928641,Health and Hygiene,101.7358,Small,Tier 2,Supermarket Type1,9,1508.037
13.15,Low Fat,0.036729122,Frozen Foods,179.7976,Medium,Tier 1,Supermarket Type1,14,2535.3664
9.0,Low Fat,0.03898577,Soft Drinks,34.619,Medium,Tier 1,Supermarket Type1,14,732.38
18.85,Regular,0.139087683,Snack Foods,251.7724,Small,Tier 2,Supermarket Type1,6,3020.0688
20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,High,Tier 3,Supermarket Type1,26,2956.152
14.5,Regular,0.063851475,Breads,260.4594,Small,Tier 2,Supermarket Type1,9,3139.9128
9.195,Regular,0.121712459,Fruits and Vegetables,101.2016,Medium,Tier 3,Supermarket Type3,28,2631.2416
17.1,Low Fat,0.094910421,Breads,84.5566,Small,Tier 1,Grocery Store,28,253.6698
20.25,Regular,0.103142373,Canned,94.612,Medium,Tier 3,Supermarket Type2,4,652.484
14.0,Regular,0.135775701,Frozen Foods,54.564,Small,Tier 1,Supermarket Type1,16,1597.92
20.7,Non-Edible,0.026877471,Household,74.6354,High,Tier 3,Supermarket Type1,26,1053.2956
5.32,Non-Edible,0.093027718,Health and Hygiene,101.4674,Medium,Tier 1,Supermarket Type1,14,2954.1546
13.8,Regular,0.014730322,Canned,90.9172,Small,Tier 2,Supermarket Type1,9,2141.2128
20.1,Non-Edible,0.077454252,Health and Hygiene,61.3536,Small,Tier 3,Grocery Store,15,183.7608
12.3,Low Fat,0.186250852,Baking Goods,37.2874,Small,Tier 3,Grocery Store,15,176.437
9.0,Non-Edible,0.019502965,Household,169.4474,Small,Tier 2,Supermarket Type1,9,4211.185
16.0,Low Fat,0.040938155,Snack Foods,141.1496,Small,Tier 2,Supermarket Type1,9,4516.7872
17.6,Low Fat,0.105472205,Snack Foods,165.6868,Small,Tier 2,Supermarket Type1,6,3111.9492
11.8,Regular,0.107036943,Dairy,220.3772,Small,Tier 2,Supermarket Type1,9,4447.544
4.555,Regular,0.034350673,Frozen Foods,112.7544,Small,Tier 2,Supermarket Type1,9,1789.6704
15.15,Regular,0.066121873,Frozen Foods,145.676,High,Tier 3,Supermarket Type1,26,3661.9
17.6,Low Fat,0.049144165,Snack Foods,112.7176,Medium,Tier 1,Supermarket Type1,14,1717.764
10.85,Non-Edible,0.028708976,Household,119.0808,High,Tier 3,Supermarket Type1,26,2343.616
10.85,Low Fat,0.284065879,Snack Foods,105.5622,Small,Tier 1,Grocery Store,28,211.7244
13.0,Regular,0.029943463,Canned,60.222,Medium,Tier 3,Supermarket Type3,28,1677.816
14.5,Non-Edible,0.089778187,Health and Hygiene,158.4604,Small,Tier 1,Supermarket Type1,16,2693.8268
8.63,Low Fat,0.031271134,Snack Foods,186.0582,Small,Tier 2,Supermarket Type1,6,3900.9222
20.7,Low Fat,0.093214498,Dairy,74.667,Small,Tier 2,Supermarket Type1,6,2143.876
9.695,Low Fat,0.1300757415,Fruits and Vegetables,185.1898,Small,Tier 2,Supermarket Type1,9,2619.2572
13.65,Low Fat,0.015943701,Breads,229.4668,Medium,Tier 1,Supermarket Type1,14,4837.7028
5.59,Regular,0.056555715,Snack Foods,62.6168,High,Tier 3,Supermarket Type1,26,639.168
18.25,Low Fat,0.10084386,Starchy Foods,166.3526,Small,Tier 3,Grocery Store,15,164.4526
6.3,Low Fat,0.127424932,Canned,208.127,Small,Tier 2,Supermarket Type1,9,2306.997
7.5,Low Fat,0.032685399000000004,Frozen Foods,237.7906,Small,Tier 2,Supermarket Type1,9,1188.453
13.35,Low Fat,0.048017962,Breads,219.6166,Small,Tier 2,Supermarket Type1,9,3483.4656
15.7,Regular,0.00878535,Meat,204.998,Small,Tier 2,Supermarket Type1,6,5366.348
20.25,Regular,0.014781046,Dairy,193.8162,High,Tier 3,Supermarket Type1,26,3463.4916
15.1,Regular,0.096249842,Meat,134.4942,Medium,Tier 1,Supermarket Type1,14,2119.9072
15.1,Low Fat,0.095545715,Baking Goods,157.3604,Medium,Tier 3,Supermarket Type2,4,4436.8912
12.15,Low Fat,0.131714183,Frozen Foods,245.846,Medium,Tier 3,Supermarket Type2,4,4434.228
7.02,Low Fat,0.049865399,Dairy,82.925,Small,Tier 1,Supermarket Type1,16,1165.15
8.02,Non-Edible,0.033259081,Household,154.2972,Small,Tier 3,Grocery Store,15,1090.5804
18.85,Non-Edible,0.01619866,Health and Hygiene,129.2626,Small,Tier 2,Supermarket Type1,6,3147.9024
16.7,Regular,0.062395455,Snack Foods,57.6562,Small,Tier 2,Supermarket Type1,6,533.3058
14.85,Low Fat,0.018568129,Canned,188.2214,Small,Tier 2,Supermarket Type1,9,3014.7424
15.0,Regular,0.0780859875,Meat,235.6248,Medium,Tier 1,Supermarket Type1,14,1896.1984
10.0,Non-Edible,0.073379745,Health and Hygiene,118.244,Small,Tier 1,Supermarket Type1,16,2756.412
8.235,Low Fat,0.0828941,Baking Goods,149.3076,Small,Tier 2,Supermarket Type1,6,1921.4988
17.5,Low Fat,0.098457814,Soft Drinks,171.7738,Small,Tier 2,Supermarket Type1,6,2432.8332
14.65,Low Fat,0.17137184649999998,Fruits and Vegetables,49.7692,Small,Tier 2,Supermarket Type1,11,837.5764
6.96,Low Fat,0.077630199,Soft Drinks,90.9146,Small,Tier 2,Supermarket Type1,6,1459.4336
5.78,Low Fat,0.014584584,Soft Drinks,146.3102,Small,Tier 2,Supermarket Type1,11,2187.153
14.6,Non-Edible,0.025698134,Household,196.5084,Small,Tier 2,Supermarket Type1,9,1587.2672
9.195,Regular,0.051908824,Baking Goods,78.1644,Small,Tier 2,Supermarket Type1,6,1414.1592
20.0,Low Fat,0.034563936,Baking Goods,45.3086,Small,Tier 2,Supermarket Type1,6,490.6946
17.6,Non-Edible,0.019012262,Health and Hygiene,237.159,Small,Tier 2,Supermarket Type1,6,3072.667
11.6,Regular,0.077478931,Frozen Foods,170.3106,Medium,Tier 3,Supermarket Type2,4,4277.765
4.785,Low Fat,0.092576144,Breads,121.0098,Small,Tier 2,Supermarket Type1,9,2530.7058
18.25,Low Fat,0.060198496,Starchy Foods,162.9526,High,Tier 3,Supermarket Type1,26,1151.1682
14.5,Non-Edible,0.03409886,Others,162.621,Small,Tier 1,Grocery Store,28,815.605
20.2,Low Fat,0.064728148,Snack Foods,258.0646,Small,Tier 2,Supermarket Type1,6,5668.6212
11.15,Regular,0.086105815,Snack Foods,167.879,Small,Tier 2,Supermarket Type1,11,2886.243
8.63,Regular,0.057620562,Snack Foods,115.4518,Small,Tier 1,Grocery Store,28,113.8518
8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,High,Tier 3,Supermarket Type1,26,284.2966
19.7,Low Fat,0.064607378,Canned,87.4198,Medium,Tier 3,Supermarket Type3,28,2267.7148
13.5,Regular,0.067872402,Dairy,57.8562,Small,Tier 1,Supermarket Type1,16,355.5372
18.85,Low Fat,0.036031137,Meat,60.4562,Small,Tier 2,Supermarket Type1,9,1125.8678
20.7,Regular,0.07929647,Baking Goods,97.2042,Small,Tier 1,Supermarket Type1,16,1686.4714
17.1,Regular,0.074059474,Fruits and Vegetables,208.5638,Medium,Tier 1,Supermarket Type1,14,5383.6588
5.63,Regular,0.024541277,Meat,105.1306,Small,Tier 1,Supermarket Type1,16,3135.918
9.0,Non-Edible,0.031867464,Household,101.0016,Medium,Tier 3,Supermarket Type3,28,2125.2336
11.3,Regular,0.054507422,Meat,96.3094,High,Tier 3,Supermarket Type1,26,666.4658
16.6,Low Fat,0.136500981,Hard Drinks,173.3422,Small,Tier 2,Supermarket Type1,6,4138.6128
7.72,Regular,0.075035902,Breads,78.7986,Medium,Tier 3,Supermarket Type2,4,856.8846
11.5,Regular,0.062885197,Snack Foods,106.7254,Small,Tier 3,Grocery Store,15,542.627
9.195,Regular,0.117387066,Snack Foods,160.2578,High,Tier 3,Supermarket Type1,26,4492.8184
9.395,Regular,0.108568067,Soft Drinks,42.9112,Medium,Tier 3,Supermarket Type3,28,809.6128
13.6,Low Fat,0.117874024,Snack Foods,193.6136,Small,Tier 2,Supermarket Type1,11,4471.5128
7.67,Non-Edible,0.183948465,Household,33.6216,Medium,Tier 3,Supermarket Type3,28,934.7832
5.11,Non-Edible,0.034945416,Household,161.121,Small,Tier 2,Supermarket Type1,11,2609.936
18.75,Non-Edible,0.034501405,Household,211.7218,Small,Tier 2,Supermarket Type1,6,5770.4886
9.3,Regular,0.033505804,Meat,153.4314,Small,Tier 2,Supermarket Type1,11,2482.1024
17.6,Low Fat,0.097135675,Dairy,89.3856,High,Tier 3,Supermarket Type1,26,1318.284
18.6,Low Fat,0.151931742,Breakfast,101.1358,High,Tier 3,Supermarket Type1,26,1105.8938
17.25,Non-Edible,0.114160573,Household,253.1724,Small,Tier 2,Supermarket Type1,6,3775.086
13.35,Regular,0.024482433,Canned,205.7638,Small,Tier 3,Grocery Store,15,621.1914
8.695,Non-Edible,0.119436131,Household,94.7094,High,Tier 3,Supermarket Type1,26,1047.3034
15.0,Non-Edible,0.071516201,Health and Hygiene,127.7362,Small,Tier 2,Supermarket Type1,11,1761.7068
15.0,Regular,0.161404914,Canned,185.8266,Small,Tier 2,Supermarket Type1,9,1844.266
6.035,Low Fat,0.141475625,Snack Foods,155.0998,Medium,Tier 1,Supermarket Type1,14,1230.3984
10.695,Low Fat,0.057792343,Fruits and Vegetables,61.4536,Small,Tier 1,Supermarket Type1,16,428.7752
12.1,Low Fat,0.030102335,Canned,74.767,High,Tier 3,Supermarket Type1,26,2220.443
8.84,Regular,0.076547632,Frozen Foods,109.5228,Small,Tier 2,Supermarket Type1,9,1657.842
18.0,Regular,0.141997869,Fruits and Vegetables,90.5514,Medium,Tier 3,Supermarket Type3,28,2036.6822
16.1,Regular,0.159698192,Frozen Foods,32.0558,Small,Tier 2,Supermarket Type1,9,1018.674
13.0,Regular,0.083444376,Canned,195.8426,High,Tier 3,Supermarket Type1,26,4152.5946
7.85,Low Fat,0.163233667,Hard Drinks,144.6444,Medium,Tier 1,Supermarket Type1,14,2467.4548
18.85,Low Fat,0.091237452,Hard Drinks,128.9336,Medium,Tier 3,Supermarket Type2,4,1278.336
17.0,Low Fat,0.055519561,Dairy,219.8114,Medium,Tier 1,Supermarket Type1,14,1108.557
19.2,Low Fat,0.0350152,Snack Foods,182.0318,Medium,Tier 3,Supermarket Type3,28,5954.2494
7.685,Non-Edible,0.025354072,Health and Hygiene,144.476,Medium,Tier 3,Supermarket Type3,28,3661.9
19.35,Regular,0.082731751,Baking Goods,49.2034,Small,Tier 2,Supermarket Type1,6,777.6544
5.695,Low Fat,0.065272284,Frozen Foods,256.1646,Medium,Tier 3,Supermarket Type3,28,3349.6398
21.2,Regular,0.007006883,Starchy Foods,173.5738,Medium,Tier 3,Supermarket Type3,28,1216.4166
18.2,Regular,0.012273747,Fruits and Vegetables,60.0904,Small,Tier 2,Supermarket Type1,6,1113.2176
14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,Small,Tier 2,Supermarket Type1,9,2529.3742
20.35,Regular,0.252865979,Meat,82.7276,Small,Tier 3,Grocery Store,15,162.4552
7.02,Low Fat,0.049844650500000004,Dairy,83.825,Small,Tier 2,Supermarket Type1,6,1414.825
16.35,Non-Edible,0.034778094,Household,127.902,Small,Tier 2,Supermarket Type1,6,2150.534
20.1,Regular,0.054410179,Frozen Foods,151.3366,High,Tier 3,Supermarket Type1,26,2720.4588
9.1,Regular,0.00799548,Frozen Foods,78.5618,Medium,Tier 3,Supermarket Type3,28,2255.7304
21.35,Low Fat,0.068489201,Canned,259.3278,Medium,Tier 3,Supermarket Type3,28,4165.2448
7.145,Low Fat,0.01785932,Frozen Foods,160.6578,Medium,Tier 3,Supermarket Type2,4,2246.4092
18.1,Low Fat,0.297883712,Dairy,156.7288,Small,Tier 3,Grocery Store,15,314.2576
8.93,Non-Edible,0.022059594,Household,56.0614,Small,Tier 3,Grocery Store,15,276.307
5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,Small,Tier 2,Supermarket Type1,11,3089.9778
7.725,Low Fat,0.047551568,Canned,249.1092,Medium,Tier 3,Supermarket Type3,28,8217.3036
8.985,Regular,0.0578857385,Frozen Foods,130.531,Medium,Tier 3,Supermarket Type3,28,5582.733
15.85,Low Fat,0.081914677,Breads,177.637,Medium,Tier 1,Supermarket Type1,14,3352.303
6.89,Regular,0.136705075,Snack Foods,194.882,Small,Tier 2,Supermarket Type1,11,4440.886
19.25,Non-Edible,0.108470504,Household,33.4558,Medium,Tier 3,Supermarket Type2,4,441.4254
15.1,Low Fat,0.096658404,Fruits and Vegetables,216.9166,Small,Tier 1,Grocery Store,28,217.7166
17.5,Low Fat,0.015485016,Fruits and Vegetables,185.6266,Medium,Tier 3,Supermarket Type3,28,4979.5182
5.88,Low Fat,0.086945823,Frozen Foods,152.9998,Small,Tier 2,Supermarket Type1,6,3691.1952
11.8,Low Fat,0.121848436,Fruits and Vegetables,46.5402,Small,Tier 3,Grocery Store,15,229.701
8.5,Low Fat,0.163838951,Canned,51.3324,Small,Tier 3,Grocery Store,15,311.5944
13.65,Low Fat,0.065898197,Frozen Foods,46.1402,Medium,Tier 3,Supermarket Type2,4,459.402
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,Small,Tier 2,Supermarket Type1,6,1230.3984
12.6,Low Fat,0.024194731,Dairy,36.1874,Small,Tier 1,Supermarket Type1,16,423.4488
10.6,Low Fat,0.056884225,Dairy,231.9642,Medium,Tier 1,Supermarket Type1,14,3020.7346
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,High,Tier 3,Supermarket Type1,26,1464.76
17.1,Non-Edible,0.038730229,Household,166.2842,Small,Tier 2,Supermarket Type1,9,4807.7418
9.895,Regular,0.048761046,Frozen Foods,260.5278,Small,Tier 2,Supermarket Type1,11,8851.1452
7.5,Non-Edible,0.036382524,Health and Hygiene,177.9028,Medium,Tier 3,Supermarket Type2,4,1416.8224
18.25,Low Fat,0.079152918,Frozen Foods,223.8062,High,Tier 3,Supermarket Type1,26,4288.4178
7.825,Non-Edible,0.186825823,Household,253.5698,Medium,Tier 3,Supermarket Type2,4,3805.047
21.25,Low Fat,0.010039493,Meat,181.7608,Medium,Tier 3,Supermarket Type2,4,1102.5648
12.15,Non-Edible,0.065026434,Others,253.704,Small,Tier 2,Supermarket Type1,6,5060.08
14.65,Non-Edible,0.083488992,Household,161.3552,Medium,Tier 1,Supermarket Type1,14,7148.0288
16.35,Non-Edible,0.029420857,Household,256.9646,High,Tier 3,Supermarket Type1,26,4637.9628
13.6,Regular,0.076434542,Fruits and Vegetables,155.8946,Small,Tier 1,Grocery Store,28,473.3838
9.195,Regular,0.047387144,Frozen Foods,50.8666,Small,Tier 2,Supermarket Type1,6,871.5322
8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,Medium,Tier 3,Supermarket Type3,28,2696.49
15.85,Low Fat,0.108036187,Soft Drinks,57.3904,Medium,Tier 3,Supermarket Type2,4,703.0848
8.895,Regular,0.039008625,Baking Goods,209.0296,High,Tier 3,Supermarket Type1,26,2285.0256
17.35,Low Fat,0.056235142,Baking Goods,102.0016,Small,Tier 2,Supermarket Type1,6,1619.2256
12.65,Non-Edible,0.042383069,Household,108.0938,Medium,Tier 3,Supermarket Type2,4,1607.907
12.8,Non-Edible,0.091408076,Others,108.9938,Medium,Tier 3,Supermarket Type2,4,1071.938
6.92,Low Fat,0.038422076,Dairy,62.5852,High,Tier 3,Supermarket Type1,26,438.0964
18.25,Low Fat,0.088394115,Frozen Foods,194.7452,Medium,Tier 3,Supermarket Type3,28,5872.356
18.85,Regular,0.068091318,Dairy,120.644,Small,Tier 2,Supermarket Type1,11,3475.476
16.7,Low Fat,0.069851683,Fruits and Vegetables,110.9912,Medium,Tier 3,Supermarket Type3,28,1310.2944
18.0,Low Fat,0.072838381,Canned,155.2972,Medium,Tier 3,Supermarket Type3,28,5141.3076
10.0,Regular,0.037764307,Snack Foods,127.2994,Small,Tier 1,Supermarket Type1,16,642.497
17.85,Low Fat,0.038040837,Soft Drinks,189.1188,Small,Tier 2,Supermarket Type1,6,3237.1196
8.02,Low Fat,0.110901004,Snack Foods,155.0998,Medium,Tier 3,Supermarket Type3,28,2768.3964
10.1,Low Fat,0.040446145,Canned,118.115,Small,Tier 3,Grocery Store,15,116.515
17.7,Non-Edible,0.05089667,Household,125.5678,High,Tier 3,Supermarket Type1,26,1398.8458
20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,Medium,Tier 1,Supermarket Type1,14,1238.388
15.1,Low Fat,0.1736572165,Snack Foods,195.211,High,Tier 3,Supermarket Type1,26,3142.576
13.15,Low Fat,0.022795611,Fruits and Vegetables,160.192,Small,Tier 1,Supermarket Type1,16,1597.92
16.2,Low Fat,0.105498192,Canned,101.47,Small,Tier 3,Grocery Store,15,399.48
17.6,Non-Edible,0.02746599,Household,181.5976,Small,Tier 1,Grocery Store,28,543.2928
15.5,Low Fat,0.053327763,Soft Drinks,44.477,High,Tier 3,Supermarket Type1,26,865.54
17.0,Non-Edible,0.052421981,Health and Hygiene,123.773,Medium,Tier 3,Supermarket Type2,4,1231.73
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,High,Tier 3,Supermarket Type1,26,3610.6334
16.7,Regular,0.118883724,Fruits and Vegetables,180.3976,Medium,Tier 3,Supermarket Type3,28,7425.0016
11.8,Non-Edible,0.022879017,Health and Hygiene,176.0686,Medium,Tier 1,Supermarket Type1,14,533.3058
14.3,Low Fat,0.12826315,Frozen Foods,83.4224,Small,Tier 2,Supermarket Type1,6,681.7792
17.6,Non-Edible,0.082316506,Health and Hygiene,160.692,Small,Tier 2,Supermarket Type1,9,1597.92
6.675,Non-Edible,0.021648305,Household,35.6874,High,Tier 3,Supermarket Type1,26,952.7598
8.395,Low Fat,0.039653081,Snack Foods,99.5042,Medium,Tier 3,Supermarket Type2,4,1686.4714
9.5,Regular,0.010914988,Snack Foods,183.8608,Small,Tier 2,Supermarket Type1,9,2572.6512
10.8,Regular,0.048143292,Baking Goods,40.2138,Small,Tier 1,Supermarket Type1,16,690.4346
20.5,Low Fat,0.119848041,Baking Goods,109.4596,Medium,Tier 3,Supermarket Type2,4,431.4384
9.6,Regular,0.027399064,Snack Foods,258.3304,Small,Tier 2,Supermarket Type1,11,4133.2864
16.5,Low Fat,0.028476451,Snack Foods,91.0146,Small,Tier 2,Supermarket Type1,11,1368.219
12.3,Non-Edible,0.052247806,Household,190.853,Medium,Tier 3,Supermarket Type3,28,4554.072
16.7,Regular,0.071335395,Dairy,120.3782,Small,Tier 3,Grocery Store,15,119.1782
7.36,Low Fat,0.087559621,Frozen Foods,55.2588,Small,Tier 3,Grocery Store,15,229.0352
12.6,Regular,0.062700289,Frozen Foods,102.199,Small,Tier 1,Supermarket Type1,16,1960.781
13.6,Regular,0.043655155,Fruits and Vegetables,156.4946,Medium,Tier 1,Supermarket Type1,14,2998.0974
16.75,Regular,0.008238064,Canned,101.9674,Small,Tier 2,Supermarket Type1,6,1528.011
11.85,Low Fat,0.13267058,Dairy,96.4726,Small,Tier 1,Supermarket Type1,16,978.726
20.5,Non-Edible,0.023179181,Others,154.034,Medium,Tier 1,Supermarket Type1,14,2450.144
19.0,Low Fat,0.112556507,Frozen Foods,104.9622,Small,Tier 2,Supermarket Type1,6,1587.933
19.0,Non-Edible,0.129534812,Household,190.1872,Medium,Tier 1,Supermarket Type1,14,5105.3544
7.76,Low Fat,0.059594017,Snack Foods,99.67,Medium,Tier 3,Supermarket Type2,4,1897.53
18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,Small,Tier 1,Supermarket Type1,16,392.822
12.1,Low Fat,0.016823566,Hard Drinks,178.566,Small,Tier 2,Supermarket Type1,9,3775.086
19.0,Non-Edible,0.017746826,Health and Hygiene,210.8244,Medium,Tier 1,Supermarket Type1,14,2540.6928
12.1,Non-Edible,0.015521768,Household,165.8526,Small,Tier 2,Supermarket Type1,6,3124.5994
19.1,Low Fat,0.045299563,Dairy,38.8138,Small,Tier 2,Supermarket Type1,9,365.5242
14.15,Low Fat,0.020714523,Fruits and Vegetables,124.2046,Small,Tier 1,Supermarket Type1,16,2490.092
18.25,Low Fat,0.060589424,Starchy Foods,162.5526,Small,Tier 2,Supermarket Type1,6,986.7156
7.55,Regular,0.051794958,Fruits and Vegetables,122.6072,Small,Tier 3,Grocery Store,15,122.5072
9.3,Low Fat,0.116928924,Frozen Foods,183.3292,Small,Tier 1,Grocery Store,28,364.8584
8.575,Regular,0.071832909,Dairy,194.1794,Small,Tier 2,Supermarket Type1,9,3316.3498
8.895,Regular,0.039101813,Baking Goods,208.8296,Medium,Tier 1,Supermarket Type1,14,5400.9696
8.63,Regular,0.032960823,Snack Foods,115.0518,Medium,Tier 1,Supermarket Type1,14,1366.2216
18.85,Non-Edible,0.05213575,Health and Hygiene,190.1846,Medium,Tier 1,Supermarket Type1,14,6687.961
18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,Small,Tier 1,Supermarket Type1,16,796.9626
14.0,Regular,0.037580877,Frozen Foods,162.6526,Medium,Tier 1,Supermarket Type1,14,4275.7676
11.8,Non-Edible,0.008596051,Health and Hygiene,115.3492,Medium,Tier 3,Supermarket Type2,4,1621.8888
16.5,Non-Edible,0.036641597,Household,178.7318,Small,Tier 1,Supermarket Type1,16,1263.0226
12.15,Non-Edible,0.028642712,Household,149.0708,Medium,Tier 1,Supermarket Type1,14,1203.7664
11.8,Regular,0.179191782,Dairy,224.2772,Small,Tier 3,Grocery Store,15,667.1316
10.5,Low Fat,0.019033838,Soft Drinks,185.624,High,Tier 3,Supermarket Type1,26,6897.688
12.65,Low Fat,0.123531974,Meat,108.2938,Medium,Tier 3,Supermarket Type2,4,535.969
